Name,Gender,Origin,Meaning,Description,Source_url
Ulani,Female,Hawaiian,Cheerful,The name Ulani means Cheerful and is of Hawaiian origin. Ulani is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ulani
Ulema,Male,Arabic,Scholars,The name Ulema means Scholars and is of Arabic origin. Ulema is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ulema
Ulf,Unisex,German,Wolf,The name Ulf means Wolf and is of German origin. Ulf is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/ulf
Ulfah,Female,Arabic,"Affection, Intimacy","The name Ulfah means Affection, Intimacy and is of Arabic origin. Ulfah is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/ulfah
Ull,Unisex,German,Wolf Power,The name Ull means Wolf Power and is of German origin. Ull is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/ull
Ulla,Female,Scandinavian,Diminutive Form Of Ulrike,The name Ulla means Diminutive Form Of Ulrike and is of Scandinavian origin. Ulla is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ulla
Ulmer,Male,English,Famous Wolf,The name Ulmer means Famous Wolf and is of English origin. Ulmer is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ulmer
Ulric,Male,English,Wolf Ruler,The name Ulric means Wolf Ruler and is of English origin. Ulric is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ulric
Ulyana,Female,Russian,"Youthful, Downy","The name Ulyana means Youthful, Downy and is of Russian origin. Ulyana is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/ulyana
Ulyciana,Female,American,Wounded In The Thigh,The name Ulyciana means Wounded In The Thigh and is of American origin. Ulyciana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ulyciana
Ulysses,Male,Latin,Wounded In The Thigh,The name Ulysses means Wounded In The Thigh and is of Latin origin. Ulysses is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ulysses
Uma,Female,Indian,Nation,The name Uma means Nation and is of Indian origin. Uma is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/uma
Umar,Male,Arabic,"Long Life, Popular","The name Umar means Long Life, Popular and is of Arabic origin. Umar is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/umar
Umatilla,Female,Native American,Princess,The name Umatilla means Princess and is of Native American origin. Umatilla is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/umatilla
Umay,Female,Turkish,Hope,The name Umay means Hope and is of Turkish origin. Umay is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/umay
Umaymah,Female,Arabic,Young Mother,The name Umaymah means Young Mother and is of Arabic origin. Umaymah is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/umaymah
Umberto,Male,Italian,Bright Warrior,The name Umberto means Bright Warrior and is of Italian origin. Umberto is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/umberto
Ume,Female,Japanese,Plum,The name Ume means Plum and is of Japanese origin. Ume is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ume
Umed,Male,Indian,Hope,The name Umed means Hope and is of Indian origin. Umed is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/umed
Umeko,Female,Japanese,Plum Blossom Child,The name Umeko means Plum Blossom Child and is of Japanese origin. Umeko is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/umeko
Umi,Unisex,African,Servant,The name Umi means Servant and is of African origin. Umi is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/umi
Umika,Female,Indian,Goddess,The name Umika means Goddess and is of Indian origin. Umika is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/umika
Ummi,Female,Indian,My Mother,The name Ummi means My Mother and is of Indian origin. Ummi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ummi
Umut,Unisex,Turkish,Hope,The name Umut means Hope and is of Turkish origin. Umut is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/umut
Una,Female,Irish,One,The name Una means One and is of Irish origin. Una is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/una
Unique,Unisex,American,Unlike Others,The name Unique means Unlike Others and is of American origin. Unique is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/unique
Unity,Female,American,Oneness,The name Unity means Oneness and is of American origin. Unity is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/unity
Unna,Female,German,Woman,The name Unna means Woman and is of German origin. Unna is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/unna
Uorsin,Male,Romansh,Bear,The name Uorsin means Bear and is of Romansh origin. Uorsin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/uorsin
Upendo,Male,African,Love,The name Upendo means Love and is of African origin. Upendo is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/upendo
Upton,Male,Egyptian,High Village,The name Upton means High Village and is of Egyptian origin. Upton is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/upton
Ura,Female,Indian,The Heart,The name Ura means The Heart and is of Indian origin. Ura is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ura
Urania,Female,Greek,Heavenly,The name Urania means Heavenly and is of Greek origin. Urania is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urania
Urbain,Unisex,French,From The City,The name Urbain means From The City and is of French origin. Urbain is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/urbain
Urban,Unisex,Latin,From The City,The name Urban means From The City and is of Latin origin. Urban is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/urban
Urbana,Female,Italian,From The City,The name Urbana means From The City and is of Italian origin. Urbana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urbana
Urbano,Male,Spanish,From The City,The name Urbano means From The City and is of Spanish origin. Urbano is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/urbano
Uri,Unisex,Hebrew,"My Light, Flame, Fire","The name Uri means My Light, Flame, Fire and is of Hebrew origin. Uri is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/uri
Uriah,Male,Hebrew,God Is My Light,The name Uriah means God Is My Light and is of Hebrew origin. Uriah is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/uriah
Urian,Male,Welsh,City Born,The name Urian means City Born and is of Welsh origin. Urian is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/urian
Uriel,Male,Hebrew,God Is My Light,The name Uriel means God Is My Light and is of Hebrew origin. Uriel is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/uriel
Uriela,Female,Hebrew,Light Of God,The name Uriela means Light Of God and is of Hebrew origin. Uriela is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/uriela
Urijah,Male,English,God Is My Light,The name Urijah means God Is My Light and is of English origin. Urijah is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/urijah
Urit,Female,Hebrew,Light,The name Urit means Light and is of Hebrew origin. Urit is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urit
Urja,Female,Indian,Energy,The name Urja means Energy and is of Indian origin. Urja is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urja
Urmi,Female,Indian,Wave,The name Urmi means Wave and is of Indian origin. Urmi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urmi
Ursa,Female,Latin,Bear,The name Ursa means Bear and is of Latin origin. Ursa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ursa
Ursula,Female,Scandinavian,Female Bear,The name Ursula means Female Bear and is of Scandinavian origin. Ursula is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ursula
Urvi,Female,Indian,The Earth,The name Urvi means The Earth and is of Indian origin. Urvi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/urvi
Usama,Male,Arabic,Lion,The name Usama means Lion and is of Arabic origin. Usama is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/usama
Vachel,Male,French,Cowherd,The name Vachel means Cowherd and is of French origin. Vachel is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vachel
Vada,Female,German,Famous Ruler,The name Vada means Famous Ruler and is of German origin. Vada is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vada
Vadim,Male,Russian,"Proving, Arguing","The name Vadim means Proving, Arguing and is of Russian origin. Vadim is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/vadim
Vadin,Male,Indian,Of Unknown Meaning,The name Vadin means Of Unknown Meaning and is of Indian origin. Vadin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vadin
Vaeda,Unisex,Indian,Eternal Knowledge,The name Vaeda means Eternal Knowledge and is of Indian origin. Vaeda is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vaeda
Vahe,Male,Armenian,"Best, Shield","The name Vahe means Best, Shield and is of Armenian origin. Vahe is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/vahe
Vahn,Unisex,English,God Is Gracious,The name Vahn means God Is Gracious and is of English origin. Vahn is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vahn
Vaiana,Unisex,Hawaiian,Rock/Water/Cave,The name Vaiana means Rock/Water/Cave and is of Hawaiian origin. Vaiana is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vaiana
Vail,Unisex,English,Dweller In The Valley,The name Vail means Dweller In The Valley and is of English origin. Vail is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vail
Vajra,Male,Indian,Thunderbolt,The name Vajra means Thunderbolt and is of Indian origin. Vajra is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vajra
Val,Unisex,English,Short Form Of Valentine Or Valerie,The name Val means Short Form Of Valentine Or Valerie and is of English origin. Val is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/val
Vala,Female,English,Chosen,The name Vala means Chosen and is of English origin. Vala is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vala
Valar,Unisex,English,Created Name,The name Valar means Created Name and is of English origin. Valar is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/valar
Valda,Female,German,Power Rule,The name Valda means Power Rule and is of German origin. Valda is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valda
Valdemar,Male,Scandinavian,Famous Rule,The name Valdemar means Famous Rule and is of Scandinavian origin. Valdemar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/valdemar
Valencia,Female,Spanish,"Strength, Health","The name Valencia means Strength, Health and is of Spanish origin. Valencia is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/valencia
Valene,Female,Latin,Strong,The name Valene means Strong and is of Latin origin. Valene is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valene
Valentin,Male,Romansh,"Strength, Health","The name Valentin means Strength, Health and is of Romansh origin. Valentin is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/valentin
Valentina,Female,Latin,"Strength, Health","The name Valentina means Strength, Health and is of Latin origin. Valentina is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/valentina
Valentine,Unisex,English,"Vigorous, Strong","The name Valentine means Vigorous, Strong and is of English origin. Valentine is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/valentine
Valentino,Male,Italian,"Strength, Health","The name Valentino means Strength, Health and is of Italian origin. Valentino is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/valentino
Valeria,Female,Italian,Strength,The name Valeria means Strength and is of Italian origin. Valeria is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valeria
Valerian,Male,Slavic,Strength,The name Valerian means Strength and is of Slavic origin. Valerian is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/valerian
Valerie,Female,French,Strength,The name Valerie means Strength and is of French origin. Valerie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valerie
Valeriy,Male,Russian,"Healthy, Of Good Cheer","The name Valeriy means Healthy, Of Good Cheer and is of Russian origin. Valeriy is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/valeriy
Valeska,Female,Slavic,Diminutive Form Of Names Beginning With Val Or Vlad,The name Valeska means Diminutive Form Of Names Beginning With Val Or Vlad and is of Slavic origin. Valeska is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valeska
Valiant,Unisex,English,Brave,The name Valiant means Brave and is of English origin. Valiant is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/valiant
Valin,Male,Indian,Monkey King,The name Valin means Monkey King and is of Indian origin. Valin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/valin
Valko,Male,Bulgarian,Wolf,The name Valko means Wolf and is of Bulgarian origin. Valko is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/valko
Valkyrie,Female,Scandinavian,Chooser Of The Slain,The name Valkyrie means Chooser Of The Slain and is of Scandinavian origin. Valkyrie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valkyrie
Vallerie,Female,English,Strength,The name Vallerie means Strength and is of English origin. Vallerie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vallerie
Valley,Female,American,Between The Mountains,The name Valley means Between The Mountains and is of American origin. Valley is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valley
Valmai,Female,English,Australian Invented Name,The name Valmai means Australian Invented Name and is of English origin. Valmai is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valmai
Valonia,Female,American,Combination Of Val- And -onia,The name Valonia means Combination Of Val- And -onia and is of American origin. Valonia is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valonia
Valor,Unisex,Latin,"Worthiness, Bravery","The name Valor means Worthiness, Bravery and is of Latin origin. Valor is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/valor
Valora,Female,American,Bravery,The name Valora means Bravery and is of American origin. Valora is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valora
Valterra,Female,American,Feminine Form Of Valter,The name Valterra means Feminine Form Of Valter and is of American origin. Valterra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valterra
Valtina,Female,American,Created Name,The name Valtina means Created Name and is of American origin. Valtina is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/valtina
Vaman,Male,Indian,Lord Vishnu,The name Vaman means Lord Vishnu and is of Indian origin. Vaman is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vaman
Van,Male,American,From The Family Of..,The name Van means From The Family Of.. and is of American origin. Van is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/van
Vance,Male,English,From The Marsh,The name Vance means From The Marsh and is of English origin. Vance is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vance
Vandana,Female,Indian,Worship,The name Vandana means Worship and is of Indian origin. Vandana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vandana
Vander,Male,Greek,"Good Man Or ""Family Of""","The name Vander means Good Man Or ""Family Of"" and is of Greek origin. Vander is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/vander
Vanessa,Female,English,Created Name,The name Vanessa means Created Name and is of English origin. Vanessa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vanessa
Vangie,Female,Greek,Messenger Of Good News,The name Vangie means Messenger Of Good News and is of Greek origin. Vangie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vangie
Vanhi,Unisex,Indian,Fire,The name Vanhi means Fire and is of Indian origin. Vanhi is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vanhi
Vanida,Female,Indian,"Wife, Beloved Woman","The name Vanida means Wife, Beloved Woman and is of Indian origin. Vanida is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/vanida
Vanig,Female,Armenian,Maiden Of Van,The name Vanig means Maiden Of Van and is of Armenian origin. Vanig is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vanig
Vanna,Female,Cambodian,Golden Colored,The name Vanna means Golden Colored and is of Cambodian origin. Vanna is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vanna
Vanya,Unisex,Slavic,Diminutive Form Of Ivan,The name Vanya means Diminutive Form Of Ivan and is of Slavic origin. Vanya is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/vanya
Varali,Female,Indian,Moon,The name Varali means Moon and is of Indian origin. Varali is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/varali
Varana,Female,Indian,"Selecting, Choosing","The name Varana means Selecting, Choosing and is of Indian origin. Varana is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/varana
Varda,Female,Hebrew,"Rose, Pink","The name Varda means Rose, Pink and is of Hebrew origin. Varda is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/varda
Varden,Male,English,From Verdun,The name Varden means From Verdun and is of English origin. Varden is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varden
Vardinon,Male,Hebrew,Aroma Of Roses,The name Vardinon means Aroma Of Roses and is of Hebrew origin. Vardinon is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vardinon
Varen,Male,Indian,Gifts,The name Varen means Gifts and is of Indian origin. Varen is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varen
Varian,Male,French,Variable,The name Varian means Variable and is of French origin. Varian is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varian
Varick,Male,German,Honorable Defender,The name Varick means Honorable Defender and is of German origin. Varick is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varick
Variel,Female,Spanish,"Changeable, Different","The name Variel means Changeable, Different and is of Spanish origin. Variel is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/variel
Varius,Male,Latin,"Different, Diverse","The name Varius means Different, Diverse and is of Latin origin. Varius is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/varius
Varro,Male,Latin,"Durable, Strong","The name Varro means Durable, Strong and is of Latin origin. Varro is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/varro
Varsha,Female,Indian,Rain,The name Varsha means Rain and is of Indian origin. Varsha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/varsha
Vartan,Male,Armenian,Rose,The name Vartan means Rose and is of Armenian origin. Vartan is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/vartan
Vartouhi,Female,Armenian,Rose Maiden,The name Vartouhi means Rose Maiden and is of Armenian origin. Vartouhi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/vartouhi
Varun,Male,Indian,God,The name Varun means God and is of Indian origin. Varun is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varun
Varuna,Male,Indian,God,The name Varuna means God and is of Indian origin. Varuna is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/varuna
Waapalaa,Unisex,Native American,Playing Fox,The name Waapalaa means Playing Fox and is of Native American origin. Waapalaa is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/waapalaa
Wabanang,Unisex,Native American,Eastern (Morning) Star,The name Wabanang means Eastern (Morning) Star and is of Native American origin. Wabanang is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wabanang
Wade,Male,English,Traveller,The name Wade means Traveller and is of English origin. Wade is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wade
Wafa,Unisex,Arabic,Faithful,The name Wafa means Faithful and is of Arabic origin. Wafa is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wafa
Wafai,Male,Arabic,Loyal,The name Wafai means Loyal and is of Arabic origin. Wafai is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wafai
Wafi,Male,Arabic,Loyal.,The name Wafi means Loyal. and is of Arabic origin. Wafi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wafi
Wafiya,Female,Arabic,Trustworthy,The name Wafiya means Trustworthy and is of Arabic origin. Wafiya is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/wafiya
Waggoner,Male,English,Wagon Maker,The name Waggoner means Wagon Maker and is of English origin. Waggoner is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waggoner
Waheed,Male,Arabic,Unique,The name Waheed means Unique and is of Arabic origin. Waheed is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waheed
Waheeda,Female,Arabic,Unique,The name Waheeda means Unique and is of Arabic origin. Waheeda is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/waheeda
Wahid,Male,Arabic,Unique,The name Wahid means Unique and is of Arabic origin. Wahid is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wahid
Wahmenitu,Unisex,Native American,Spirit In The Water,The name Wahmenitu means Spirit In The Water and is of Native American origin. Wahmenitu is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wahmenitu
Wahponjea,Female,Native American,Swan,The name Wahponjea means Swan and is of Native American origin. Wahponjea is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/wahponjea
Waite,Male,English,"Watchman, Guard","The name Waite means Watchman, Guard and is of English origin. Waite is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/waite
Wajid,Male,Arabic,Finder,The name Wajid means Finder and is of Arabic origin. Wajid is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wajid
Wakana,Female,Japanese,"Haromony, Music, Complete","The name Wakana means Haromony, Music, Complete and is of Japanese origin. Wakana is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/wakana
Wakanda,Female,Native American,Possesses Magical Powers,The name Wakanda means Possesses Magical Powers and is of Native American origin. Wakanda is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/wakanda
Wakapa,Unisex,Native American,To Excel,The name Wakapa means To Excel and is of Native American origin. Wakapa is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wakapa
Wakaun,Unisex,Native American,Serpent,The name Wakaun means Serpent and is of Native American origin. Wakaun is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wakaun
Wakechai,Unisex,Native American,Crouching Eagle,The name Wakechai means Crouching Eagle and is of Native American origin. Wakechai is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wakechai
Wakichonze,Male,Native American,Leader,The name Wakichonze means Leader and is of Native American origin. Wakichonze is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wakichonze
Wakinyela,Unisex,Native American,Dove,The name Wakinyela means Dove and is of Native American origin. Wakinyela is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/wakinyela
Wald,Male,German,"Leader, Power, Ruler","The name Wald means Leader, Power, Ruler and is of German origin. Wald is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/wald
Walda,Female,German,Ruler,The name Walda means Ruler and is of German origin. Walda is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/walda
Waldemar,Male,German,Famous Ruler,The name Waldemar means Famous Ruler and is of German origin. Waldemar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waldemar
Walden,Male,English,From The Valley Of The Britons,The name Walden means From The Valley Of The Britons and is of English origin. Walden is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walden
Waldina,Female,German,God's Power,The name Waldina means God's Power and is of German origin. Waldina is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/waldina
Waldo,Male,English,God's Power,The name Waldo means God's Power and is of English origin. Waldo is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waldo
Waldron,Male,German,Mighty Raven,The name Waldron means Mighty Raven and is of German origin. Waldron is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/waldron
Walid,Male,Arabic,Newborn,The name Walid means Newborn and is of Arabic origin. Walid is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walid
Walidah,Female,Arabic,"Young Girl, Daughter","The name Walidah means Young Girl, Daughter and is of Arabic origin. Walidah is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/walidah
Walker,Male,English,Fuller Of Cloth,The name Walker means Fuller Of Cloth and is of English origin. Walker is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walker
Wallace,Unisex,English,"Foreigner, Stranger","The name Wallace means Foreigner, Stranger and is of English origin. Wallace is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/wallace
Wallis,Unisex,English,"Foreigner, Stranger","The name Wallis means Foreigner, Stranger and is of English origin. Wallis is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/wallis
Wally,Male,English,Diminutive Form Of Walter Or Wallace,The name Wally means Diminutive Form Of Walter Or Wallace and is of English origin. Wally is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wally
Walt,Male,American,Army Ruler,The name Walt means Army Ruler and is of American origin. Walt is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walt
Walta,Female,African,Shield,The name Walta means Shield and is of African origin. Walta is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/walta
Walter,Male,English,Army Ruler,The name Walter means Army Ruler and is of English origin. Walter is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walter
Walvia,Unisex,Native American,Medicine Root,The name Walvia means Medicine Root and is of Native American origin. Walvia is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/walvia
Walworth,Male,English,From The Homestead Of The Britons,The name Walworth means From The Homestead Of The Britons and is of English origin. Walworth is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/walworth
Wan,Female,Chinese,"Gentle, Gracious","The name Wan means Gentle, Gracious and is of Chinese origin. Wan is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/wan
Wanbli,Male,Native American,Eagle,The name Wanbli means Eagle and is of Native American origin. Wanbli is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/wanbli
Wanda,Female,Polish,"A Slender, Young Tree","The name Wanda means A Slender, Young Tree and is of Polish origin. Wanda is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/wanda
Wandella,Female,American,Combination Of Wanda And Ella,The name Wandella means Combination Of Wanda And Ella and is of American origin. Wandella is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/wandella
Waneta,Female,Native American,"Shape-Shifter, Charger","The name Waneta means Shape-Shifter, Charger and is of Native American origin. Waneta is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/waneta
